year,time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
1998,199798,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,49,70,82,91,96,3889
1999,199899,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,48,68,82,90,95,3765
2000,199900,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,50,69,82,91,96,3520
2001,200001,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,51,69,81,90,95,3737
2002,200102,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,62,78,88,94,97,3251
2003,200203,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,60,76,86,93,98,3422
2004,200304,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,59,76,87,94,98,3699
2005,200405,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,58,76,86,94,98,3730
2006,200506,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,58,77,88,95,99,4595
2007,200607,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,57,77,88,95,99,5099
2008,200708,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,58,78,89,95,98,5871
2009,200809,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,59,79,89,95,99,6493
2010,200910,Academic year,National,E92000001,England,Final,Further mathematics,Male,30,59,80,91,96,99,7369
2011,201011,Academic year,National,E92000001,England,Final,Further mathematics,Male,28,59,80,90,96,99,7819
2012,201112,Academic year,National,E92000001,England,Final,Further mathematics,Male,28,58,78,90,96,99,8632
2013,201213,Academic year,National,E92000001,England,Final,Further mathematics,Male,28,57,79,90,96,99,9190
2014,201314,Academic year,National,E92000001,England,Final,Further mathematics,Male,27,57,77,89,95,99,9312
2015,201415,Academic year,National,E92000001,England,Final,Further mathematics,Male,29,57,78,89,96,99,9877
2016,201516,Academic year,National,E92000001,England,Final,Further mathematics,Male,29,57,77,89,96,99,10184
2017,201617,Academic year,National,E92000001,England,Final,Further mathematics,Male,30,59,79,89,96,99,10616
2018,201718,Academic year,National,E92000001,England,Revised,Further mathematics,Male,29.3,59.2,78.3,89.2,95.4,99,10577
2019,201819,Academic year,National,E92000001,England,Revised,Further mathematics,Male,26,55.1,74.3,87,94.8,98.1,9614
2020,201920,Academic year,National,E92000001,England,Final,Further mathematics,Male,41.3,71.3,87.4,95.7,98.8,99.8,9886
2021,202021,Academic year,National,E92000001,England,Final,Further mathematics,Male,48.5,74.4,88,95,98,99.5,10364
2022,202122,Academic year,National,E92000001,England,Revised,Further mathematics,Male,41.6,68.8,83.4,92.1,97,99,10125
1996,199596,Academic year,National,E92000001,England,Final,General studies,All students,NA,14,30,49,68,84,62020
1997,199697,Academic year,National,E92000001,England,Final,General studies,All students,NA,14,30,49,68,84,71742
1998,199798,Academic year,National,E92000001,England,Final,General studies,All students,NA,13,30,50,70,85,78806
1999,199899,Academic year,National,E92000001,England,Final,General studies,All students,NA,12,29,49,68,84,84261
2000,199900,Academic year,National,E92000001,England,Final,General studies,All students,NA,12,28,48,69,85,87834
2001,200001,Academic year,National,E92000001,England,Final,General studies,All students,NA,13,29,49,69,85,90979
2002,200102,Academic year,National,E92000001,England,Final,General studies,All students,NA,12,28,49,72,88,58521
2003,200203,Academic year,National,E92000001,England,Final,General studies,All students,NA,12,30,52,75,92,56897
2004,200304,Academic year,National,E92000001,England,Final,General studies,All students,NA,12,30,53,76,93,57190
2005,200405,Academic year,National,E92000001,England,Final,General studies,All students,NA,11,29,52,75,93,58674
2006,200506,Academic year,National,E92000001,England,Final,General studies,All students,NA,12,29,52,75,93,59653
2007,200607,Academic year,National,E92000001,England,Final,General studies,All students,NA,13,30,53,76,93,57674
2008,200708,Academic year,National,E92000001,England,Final,General studies,All students,NA,13,30,53,77,94,57086
2009,200809,Academic year,National,E92000001,England,Final,General studies,All students,NA,13,32,55,78,94,52484
2010,200910,Academic year,National,E92000001,England,Final,General studies,All students,4,13,32,56,80,95,47886
2011,201011,Academic year,National,E92000001,England,Final,General studies,All students,4,13,32,58,81,95,42875
2012,201112,Academic year,National,E92000001,England,Final,General studies,All students,4,13,31,56,79,95,37645
2013,201213,Academic year,National,E92000001,England,Final,General studies,All students,4,13,31,56,80,96,33452
2014,201314,Academic year,National,E92000001,England,Final,General studies,All students,4,13,32,57,79,93,24101
2015,201415,Academic year,National,E92000001,England,Final,General studies,All students,5,14,35,61,82,95,18059
2016,201516,Academic year,National,E92000001,England,Final,General studies,All students,4,14,33,60,82,95,11636
2017,201617,Academic year,National,E92000001,England,Final,General studies,All students,4,13,34,60,81,94,7127
2018,201718,Academic year,National,E92000001,England,Revised,General studies,All students,3.3,11.8,31,56.1,78.5,93.3,3407
2019,201819,Academic year,National,E92000001,England,Revised,General studies,All students,4.9,12.2,41.5,63.4,92.7,97.6,41
1996,199596,Academic year,National,E92000001,England,Final,General studies,Female,NA,13,28,47,66,82,31326
1997,199697,Academic year,National,E92000001,England,Final,General studies,Female,NA,12,27,45,65,82,36687
1998,199798,Academic year,National,E92000001,England,Final,General studies,Female,NA,12,29,50,69,84,40858
1999,199899,Academic year,National,E92000001,England,Final,General studies,Female,NA,11,27,46,66,83,43939
2000,199900,Academic year,National,E92000001,England,Final,General studies,Female,NA,12,27,48,68,84,46097
2001,200001,Academic year,National,E92000001,England,Final,General studies,Female,NA,12,28,47,68,85,47521
2002,200102,Academic year,National,E92000001,England,Final,General studies,Female,NA,13,30,51,73,90,30442
2003,200203,Academic year,National,E92000001,England,Final,General studies,Female,NA,13,31,54,77,93,30061
2004,200304,Academic year,National,E92000001,England,Final,General studies,Female,NA,13,31,55,78,94,30181
2005,200405,Academic year,National,E92000001,England,Final,General studies,Female,NA,12,30,54,77,94,31215
2006,200506,Academic year,National,E92000001,England,Final,General studies,Female,NA,12,30,53,77,94,32050
2007,200607,Academic year,National,E92000001,England,Final,General studies,Female,NA,13,31,55,78,94,30623
2008,200708,Academic year,National,E92000001,England,Final,General studies,Female,NA,14,32,57,79,95,30513
2009,200809,Academic year,National,E92000001,England,Final,General studies,Female,NA,14,33,58,80,95,28080
2010,200910,Academic year,National,E92000001,England,Final,General studies,Female,5,14,34,59,82,96,25739
2011,201011,Academic year,National,E92000001,England,Final,General studies,Female,4,15,35,61,83,96,22699
2012,201112,Academic year,National,E92000001,England,Final,General studies,Female,5,14,34,59,82,96,20471
2013,201213,Academic year,National,E92000001,England,Final,General studies,Female,5,13,33,59,82,96,18368
2014,201314,Academic year,National,E92000001,England,Final,General studies,Female,5,14,35,61,82,95,13412
2015,201415,Academic year,National,E92000001,England,Final,General studies,Female,6,16,39,65,86,96,9862
2016,201516,Academic year,National,E92000001,England,Final,General studies,Female,6,15,37,63,85,96,6010
2017,201617,Academic year,National,E92000001,England,Final,General studies,Female,4,14,38,64,84,95,3612
2018,201718,Academic year,National,E92000001,England,Revised,General studies,Female,3.6,12.7,34.5,58.8,80.4,94,1675
2019,201819,Academic year,National,E92000001,England,Revised,General studies,Female,0,9.1,31.8,54.5,90.9,100,22
1996,199596,Academic year,National,E92000001,England,Final,General studies,Male,NA,15,32,52,71,85,30694
1997,199697,Academic year,National,E92000001,England,Final,General studies,Male,NA,15,33,52,70,85,35055
1998,199798,Academic year,National,E92000001,England,Final,General studies,Male,NA,14,31,51,70,85,37948
1999,199899,Academic year,National,E92000001,England,Final,General studies,Male,NA,14,32,51,71,85,40322
2000,199900,Academic year,National,E92000001,England,Final,General studies,Male,NA,13,29,49,69,85,41737
2001,200001,Academic year,National,E92000001,England,Final,General studies,Male,NA,14,31,50,70,85,43458
2002,200102,Academic year,National,E92000001,England,Final,General studies,Male,NA,11,27,47,69,87,28079
2003,200203,Academic year,National,E92000001,England,Final,General studies,Male,NA,12,28,50,73,91,26836
2004,200304,Academic year,National,E92000001,England,Final,General studies,Male,NA,12,29,51,74,92,27009
2005,200405,Academic year,National,E92000001,England,Final,General studies,Male,NA,11,27,49,73,92,27459
2006,200506,Academic year,National,E92000001,England,Final,General studies,Male,NA,12,27,49,73,91,27603
2007,200607,Academic year,National,E92000001,England,Final,General studies,Male,NA,12,28,51,74,92,27051
2008,200708,Academic year,National,E92000001,England,Final,General studies,Male,NA,12,28,50,74,92,26573
2009,200809,Academic year,National,E92000001,England,Final,General studies,Male,NA,13,30,53,76,94,24404
2010,200910,Academic year,National,E92000001,England,Final,General studies,Male,4,12,30,54,78,94,22147
2011,201011,Academic year,National,E92000001,England,Final,General studies,Male,4,12,30,54,78,94,20176
2012,201112,Academic year,National,E92000001,England,Final,General studies,Male,4,11,28,52,76,93,17174
2013,201213,Academic year,National,E92000001,England,Final,General studies,Male,4,12,29,54,78,95,15084
2014,201314,Academic year,National,E92000001,England,Final,General studies,Male,4,11,29,53,76,92,10689
2015,201415,Academic year,National,E92000001,England,Final,General studies,Male,4,12,31,55,78,93,8197
2016,201516,Academic year,National,E92000001,England,Final,General studies,Male,3,12,30,56,80,94,5626
2017,201617,Academic year,National,E92000001,England,Final,General studies,Male,4,12,30,56,79,93,3515
2018,201718,Academic year,National,E92000001,England,Revised,General studies,Male,2.9,10.9,27.5,53.5,76.6,92.7,1732
2019,201819,Academic year,National,E92000001,England,Revised,General studies,Male,10.5,15.8,52.6,73.7,94.7,94.7,19
1996,199596,Academic year,National,E92000001,England,Final,Geography,All students,NA,14,32,50,69,83,37162
1997,199697,Academic year,National,E92000001,England,Final,Geography,All students,NA,12,34,57,76,90,37979
1998,199798,Academic year,National,E92000001,England,Final,Geography,All students,NA,15,37,61,79,92,38832
1999,199899,Academic year,National,E92000001,England,Final,Geography,All students,NA,17,39,62,81,92,37054
2000,199900,Academic year,National,E92000001,England,Final,Geography,All students,NA,18,41,63,81,93,33017
2001,200001,Academic year,National,E92000001,England,Final,Geography,All students,NA,19,42,64,82,93,33106
2002,200102,Academic year,National,E92000001,England,Final,Geography,All students,NA,20,45,70,88,97,31067
2003,200203,Academic year,National,E92000001,England,Final,Geography,All students,NA,23,49,73,90,98,31179
2004,200304,Academic year,National,E92000001,England,Final,Geography,All students,NA,24,50,74,90,98,29906
2005,200405,Academic year,National,E92000001,England,Final,Geography,All students,NA,25,51,75,91,98,28383
2006,200506,Academic year,National,E92000001,England,Final,Geography,All students,NA,26,52,77,92,99,28283
2007,200607,Academic year,National,E92000001,England,Final,Geography,All students,NA,28,55,78,93,99,27494
2008,200708,Academic year,National,E92000001,England,Final,Geography,All students,NA,29,56,80,94,99,27846
2009,200809,Academic year,National,E92000001,England,Final,Geography,All students,NA,31,58,80,94,99,28450
2010,200910,Academic year,National,E92000001,England,Final,Geography,All students,7,31,58,81,95,99,29225
2011,201011,Academic year,National,E92000001,England,Final,Geography,All students,7,31,59,82,95,99,28203
2012,201112,Academic year,National,E92000001,England,Final,Geography,All students,7,30,59,83,96,100,28933
2013,201213,Academic year,National,E92000001,England,Final,Geography,All students,6,30,59,83,96,100,29719
2014,201314,Academic year,National,E92000001,England,Final,Geography,All students,7,29,58,82,95,99,29695
2015,201415,Academic year,National,E92000001,England,Final,Geography,All students,8,29,58,82,96,100,33850
2016,201516,Academic year,National,E92000001,England,Final,Geography,All students,6,27,57,82,95,99,32869
2017,201617,Academic year,National,E92000001,England,Final,Geography,All students,6,27,57,82,95,99,34795
2018,201718,Academic year,National,E92000001,England,Revised,Geography,All students,5.6,25.1,55.1,81.2,94.4,98.7,30768
2019,201819,Academic year,National,E92000001,England,Revised,Geography,All students,5.5,24.2,53.2,79.5,94,98.6,31792
2020,201920,Academic year,National,E92000001,England,Final,Geography,All students,11.7,36.2,65.4,88.9,97.8,99.8,27252
2021,202021,Academic year,National,E92000001,England,Final,Geography,All students,15.6,41.2,68.8,88.9,97,99.6,31700
2022,202122,Academic year,National,E92000001,England,Revised,Geography,All students,11.3,33.7,64,85.5,95.4,98.7,34063
1996,199596,Academic year,National,E92000001,England,Final,Geography,Female,NA,16,35,54,71,84,16664
1997,199697,Academic year,National,E92000001,England,Final,Geography,Female,NA,14,38,61,79,91,17115
1998,199798,Academic year,National,E92000001,England,Final,Geography,Female,NA,18,41,64,81,92,17829
1999,199899,Academic year,National,E92000001,England,Final,Geography,Female,NA,19,43,66,83,93,16927
2000,199900,Academic year,National,E92000001,England,Final,Geography,Female,NA,21,45,68,84,94,15086
2001,200001,Academic year,National,E92000001,England,Final,Geography,Female,NA,23,46,69,85,94,15201
2002,200102,Academic year,National,E92000001,England,Final,Geography,Female,NA,25,52,76,91,98,14066
2003,200203,Academic year,National,E92000001,England,Final,Geography,Female,NA,28,55,78,92,99,14333
2004,200304,Academic year,National,E92000001,England,Final,Geography,Female,NA,29,57,79,93,99,13435
2005,200405,Academic year,National,E92000001,England,Final,Geography,Female,NA,29,57,79,94,99,12860
